iata_code;1;2
OAM;Оамару;Oamaru
OAN;Оланчито;Olanchito
OAR;;Marina Municipal
OAX;;Xoxocotlan
OBA;Обан;Oban
OBC;Обок;Obock
OBD;Обано;Obano
OBE;;County
OBF;;Oberpfaffenhofen
OBI;Обидос;Obidos
OBL;;Zoersel
OBM;Моропе;Morobe
OBN;;Oban Airport
OBO;Обихиро;Obihiro
OBS;;Vals-Lanas
OBT;;Oakland/Coliseum Stat
OBU;;Kobuk/Wien
OBX;Обо;Obo
OBY;;Ittoqqortoormiit
OCA;;Ocean Reef
OCC;Кока;Coca
OCE;;Municipal
OCF;;Taylor Field
OCH;;A L Mangham Jr. Regional
OCI;;Oceanic
OCJ;;Boscobel
OCN;;Municipal
OCV;;Aguasclaras
OCW;;Warren Field
ODA;Уадда;Ouadda
ODB;Кордова;Cordoba
ODD;;Oodnadatta
ODE;;Beldringe
ODH;;RAF Station
ODJ;Уанда-Джалле;Ouanda Djalle
ODL;;Cordillo Downs
ODN;;Long Seridan
ODR;;Ord River
ODS;Одесса;Odessa International
ODW;;Oak Harbor
ODY;;Oudomxai
OEA;;Oneal
OEC;Окусси;Ocussi
OEL;Орел;Orel
OEM;;Vincent Fayks
OEO;;Municipal
OER;Орнсколдсвик;Ornskoldsvik
OES;;San Antonio Oeste
OFI;;Ouango Fitini
OFJ;Олаффьордур;Olafsfjordur
OFK;;Stefan Field
OFU;;Ofu
OGA;;Searle Field
OGB;;Municipal
OGD;;Municipal
OGE;Огерананг;Ogeranang
OGG;;Kapalua
OGL;Огле;Ogle
OGN;Йонагуни-Жима;Yonaguni Jima
OGO;;Abengourou
OGR;Бонгор;Bongor
OGS;;Ogdensburg
OGV;;Ongava Game Reserve
OGX;;Ain Beida
OGZ;Беслан;Beslan
OHA;;Royal Air Force Base
OHC;;AFS
OHD;Охрид;Ohrid
OHI;Ошакати;Oshakati
OHO;Охотск;Okhotsk
OHP;;Heliport
OHR;;Wyk Auf Foehr
OHT;Кохат;Kohat
OIA;;Ourilandia
OIC;;Eaton
OIL;;Splane Memorial
OIM;;Oshima
OIR;Окусири;Okushiri
OIT;Оита;Oita
OJC;;Johnson Executive
OKA;;Naha
OKB;Фрейзер Айленд;Fraser Island
OKC;;Will Rogers World Airport
OKD;;Okadama
OKE;Окино-Эрабу;Okino Erabu
OKF;Окаукуйэхо;Okaukuejo
OKG;Окойо;Okoyo
OKH;;Cottesmor RAF
OKI;Оки-Айленд;Oki Island
OKJ;Окаяма;Okayama
OKK;;Kokomo
OKL;Оксибил;Oksibil
OKM;;Okmulgee
OKN;Оконджа;Okondja
OKO;;Yokota Afb
OKP;Оксапмин;Oksapmin
OKQ;Окаба;Okaba
OKR;;Yorke Island
OKS;;Oshkosh
OKT;Октябрьский;Oktiabrskij
OKU;;Mokuti Lodge
OKV;;Okao
OKY;;Oakey
OLA;Орланд;Orland
OLB;;Costa Smeralda
OLD;;Old Town
OLE;;Municipal
OLF;;International
OLH;;Old Harbor SPB
OLI;;Rif
OLJ;Олпой;Olpoi
OLK;;Fuerte Olimpo
OLM;Олимпия;Olympia
OLN;;Colonia Sarmiento
OLO;Оломоуц;Olomouc
OLP;;Olympic Dam
OLQ;Олсобип;Olsobip
OLS;;International
OLU;;Columbus Municipal
OLV;;Olive Branch Arpt
OLY;;Olney-Noble
OMA;;Eppley Airfield
OMB;Омбуэ;Omboue
OMC;Ормок;Ormoc
OMD;Ораньемунд;Oranjemund
OME;;Nome
OMF;;King Hussein
OMG;Омега;Omega
OMH;Урмиех;Urmieh
OMI;;Omidieh
OMJ;Омура;Omura
OMK;;Municipal
OML;Омкалай;Omkalai
OMM;Мармул;Marmul
OMN;Османабад;Osmanabad
OMO;Мостар;Mostar
OMR;Орадеа;Oradea
OMS;Омск;Omsk
OMY;;Oddor Meanche
ONA;;Municipal
ONB;Ононге;Ononge
OND;Ондангва;Ondangwa
ONE;;Onepusu
ONG;;Mornington
ONH;;Municipal
ONI;Моанамани;Moanamani
ONJ;;Odate Noshiro
ONL;;Municipal
ONM;;Socorro
ONN;;Onion Bay
ONO;;Ontario Municipal Airport
ONP;;Newport
ONQ;Зонгулдаг;Zonguldak
ONR;;Monkira
ONS;;Onslow
ONT;;Ontario International
ONU;Оно-И-Лау;Ono I Lau
ONX;;Enrique Adolfo Jimenez
ONY;;Olney
OOA;;Municipal
OOK;;Toksook Bay
OOL;;Coolangatta/Gold Coast
OOM;Коома;Cooma
OOR;;Mooraberree
OOT;Онотоа;Onotoa
OPA;Копаскер;Kopasker
OPB;Опен-Бей;Open Bay
OPF;;Opa Locka
OPI;;Oenpelli
OPL;;St Landry Parish
OPO;;Francisco Sб Carneiro
OPS;Синоп;Sinop
OPU;Балимо;Balimo
OPW;Опува;Opuwa
ORA;Оран;Oran
ORB;;Orebro-bofors
ORC;Ороке;Orocue
ORD;;"Chicago O&#039;hare International"
ORE;Орлеан;Orleans
ORF;;Norfolk International Airport
ORG;;Zorg En Hoop
ORH;;Worcester Regional Airport
ORI;;Port Lions SPB
ORJ;Ориндук;Orinduik
ORK;Корк;Cork
ORL;;Orlando Executive
ORM;;Northampton
ORN;;Es Senia
ORO;Йоро;Yoro
ORP;Орапа;Orapa
ORQ;;Heliport
ORR;;Yorketown
ORS;;Waterport
ORT;;Northway
ORU;Оруро;Oruro
ORV;;Curtis Memorial
ORW;Ормара;Ormara
ORX;;Oriximina
ORY;;Orly
ORZ;Ориндж-Уолк;Orange Walk
OSB;;Osage Beach
OSC;;Wurtsmith AFB
OSD;;Froesoe
OSE;Омора;Omora
OSG;;Ossima
OSH;;Wittman Field
OSI;Осиек;Osijek
OSK;Оскархамн;Oskarshamn
OSL;;Oslo Airport, Gardermoen
OSM;Мосул;Mosul
OSN;;Osan AB
OSP;;Redzikowo
OSR;;Mosnov
OSS;Ош;Osh International Airport
OST;;Ostend/Bruges International Airport
OSU;;Ohio State University
OSW;Орск;Orsk
OSX;;Attala County
OSY;Намсус;Namsos
OSZ;Кошалин;Koszalin
OTA;;Mota
OTC;Бол;Bol
OTD;Контадора;Contadora
OTG;;Worthington
OTH;;North Bend
OTI;Моротаи-Айленд;Morotai Island
OTJ;Отьиваронго;Otjiwarongo
OTL;Бутилимит;Boutilimit
OTM;;Industrial
OTN;;Green
OTO;;Vor
OTP;;Henri Coanda International
OTR;Кото-47;Coto 47
OTS;;Anacortes
OTU;Оту;Otu
OTV;;Ontong Java
OTY;Ориа;Oria
OTZ;;Kotzebue
OUA;Уагадугу;Ouagadougou
OUD;;Les Angades
OUE;Уэссо;Ouesso
OUG;Уахигоуя;Ouahigouya
OUH;Оудсхорн;Oudtshoorn
OUI;;Ban Houei
OUK;;Outer Skerries
OUL;Оулу;Oulu
OUM;;Oum Hadjer
OUN;;Max Westheimer
OUR;Батури;Batouri
OUS;;Ourinhos
OUT;Буссо;Bousso
OUU;;Ouanga
OUZ;Зурате;Zouerate
OVA;Бекили;Bekily
OVB;Толмачево;Tolmachevo
OVD;Астурия;Asturias
OVE;;Oroville
OVG;;Overberg (FAOB)
OVL;Овайе;Ovalle
OVR;;Olavarria
OWA;;Owatonna
OWB;;Daviess County
OWD;;Memorial
OWE;Овендо;Owendo
OWK;;Central Maine Airport of Norridgewock
OXB;;Osvaldo Vieira International
OXC;;Waterbury-oxford
OXD;;Miami University
OXF;;Oxford (Kidlington)
OXO;;Orientos
OXR;Вентура;Ventura
OXY;;Morney
OYA;Гоя;Goya
OYE;Оем;Oyem
OYG;Мойо;Moyo
OYK;;Oiapoque
OYL;Мояль;Moyale
OYN;;Ouyen
OYO;Трес-Арройос;Tres Arroyos
OYP;;St-Georges de lOyapock
OYS;;Yosemite Ntl Park
OZA;;Ozona Municipal
OZC;;Labo
OZH;Запорожье;Zaporozhye
OZI;;Bobadilla
OZP;;Moron
OZR;;Cairns AAF
OZU;;Montilla
OZZ;Уарзазат;Ouarzazate
PAA;;Pa-an
PAB;Биласпур;Bilaspur
PAC;;Paitilla-Marcos A. Gelabert
PAD;;Paderborn/lippstadt
PAE;;Snohomish County
PAF;Пакуба;Pakuba
PAG;Пагадиан;Pagadian
PAH;;Barkley Regional
PAI;Пайлинь;Pailin
PAJ;Пара-Чинар;Para Chinar
PAK;;Port Allen
PAL;Паланкеро;Palanquero
PAM;;Tyndall AFB
PAN;Паттани;Pattani
PAO;Пало Альто;Palo Alto
PAP;;Toussaint Louverture International
PAQ;;Municipal
PAS;Парос;Paros
PAT;Патна;Patna
PAU;Паук;Pauk
PAV;;Paulo Afonso
PAW;Памбва;Pambwa
PAX;;Port De Paix
PAY;;Pamol
PAZ;;Tajin
PBA;;Point Barrow
PBB;;Paranaiba
PBC;;Hermanos Serdan International
PBD;Порбандар;Porbandar
PBE;Пуэрто-Беррио;Puerto Berrio
PBF;;Grider Field
PBG;;Plattsburgh International
PBH;Паро;Paro
PBI;;Palm Beach International
PBJ;Паама;Paama
PBK;;Pack Creek
PBL;;Puerto Cabello
PBM;;Zanderij Intl
PBN;Порту-Амбоим;Porto Amboim
PBO;;Paraburdoo
PBP;;Punta Islita
PBQ;;Pimenta Bueno
PBR;Пуэрто Барриос;Puerto Barrios
PBS;Патонг-Бич;Patong Beach
PBT;;Puerto Leda
PBU;Путао;Putao
PBV;;Porto Dos Gauchos
PBW;Палибело;Palibelo
PBX;;Porto Alegre Do Norte
PBY;;Hamilton/Proserpine
PBZ;Плеттенберг Бей;Plettenberg Bay
PCA;;Portage Creek
PCB;Пондок-Кабе;Pondok Cabe
PCC;Пуэрто Рико;Puerto Rico
PCD;;Municipal
PCE;;Painter Creek
PCG;Пасо-Кабаллос;Paso Caballos
PCH;Палачос;Palacios
PCJ;;Puerto La Victoria
PCK;;Porcupine Creek
PCL;;Captain Rolden International Airport
PCM;;Playa Del Carmen
PCN;;Koromiko
PCO;Пунта-Колораде;Punta Colorada
PCP;;Principe
PCQ;;Bounneua
PCR;Пуэрто-Каррено;Puerto Carreno
PCS;;Picos
PCT;;Princeton
PCU;;Pearl River County
PCV;Пунта-Шивато;Punta Chivato
PDA;Пуэрто-Инирида;Puerto Inirida
PDB;;Pedro Bay
PDC;Муэо;Mueo
PDD;;Ponta de Ouro
PDE;;Pandie Pandie
PDF;;Prado
PDG;;Minangkabau International Airport
PDI;Пиндиу;Pindiu
PDK;;Dekalb-Peachtree
PDL;;Nordela
PDN;;Parndana
PDO;Пендопо;Pendopo
PDP;;Capitan Corbeta CA Curbelo International Airport
PDR;;Municipal
PDS;Пьедрас-Неграс;Piedras Negras
PDT;;Pendleton
PDU;Пайсанду;Paysandu
PDV;Пловдив;Plovdiv
PDX;;Portland International
PDZ;Педерналес;Pedernales
PEA;;Penneshaw
PEB;Пебане;Pebane
PEC;;Pelican SPB
PED;Пардубицы;Pardubice
PEE;Большое Савино;Bolshoe Savino
PEF;;Peenemuende
PEG;;Sant Egidio
PEH;;Pehuajo
PEI;;Matecana
PEJ;;Peschiei
PEK;;Beijing Capital Int.
PEL;Пеланенг;Pelaneng
PEM;Пуэрто Мальдонадо;Puerto Maldonado
PEN;;Penang International
PEP;;Peppimenarti
PEQ;;Pecos City
PER;;Perth International
PES;Петрозаводск;Petrozavodsk
PET;;Federal
PEU;;Puerto Lempira
PEW;Пешавар;Peshawar
PEX;Печора;Pechora
PEY;;Penong
PEZ;Пенза;Penza
PFA;;Paf Warren
PFB;;Passo Fundo
PFC;;Pacific City State
PFD;;Port Frederick
PFJ;Патрексфьордур;Patreksfjordur
PFN;;Bay County
PFO;;International
PFQ;;Parsabad
PFR;Илебо;Ilebo
PGA;Паг;Page
PGB;Пангоа;Pangoa
PGC;;Grant County
PGD;;Charlotte County
PGE;Егепа;Yegepa
PGF;;Llabanere
PGG;Прогрессо;Progresso
PGH;Пантнагар;Pantnagar
PGI;;Chitato
PGK;Пангкалпинанг;Pangkalpinang
PGL;;Jackson County
PGM;;Port Graham
PGN;Пангиа;Pangia
PGO;;Stevens Field
PGP;Порто Алегре;Porto Alegre
PGR;;Municipal
PGS;;Peach Springs
PGV;;Pitt-Greenville
PGX;;Bassillac
PHA;Пхань-Ранг;Phan Rang
PHB;;Santos Dumont
PHC;;Port Harcourt
PHD;;Harry Clever
PHE;;Port Hedland
PHF;;Newport News/williamsb
PHG;;Port Harcourt City
PHH;Фан Тиет;Phan Thiet
PHI;;Pinheiro
PHJ;;Port Hunter
PHK;;Palm Beach Co Glades
PHL;;Philadelphia International
PHM;Беблинген;Boeblingen
PHN;;St Clair County Intl
PHO;;Point Hope
PHP;;Philip
PHR;;Pacific Harbor
PHS;Пхитсанулок;Phitsanulok
PHT;;Henry County
PHU;Пху-Винх;Phu Vinh
PHW;Кейптаун;Cape Town
PHX;;Sky Harbor Intl
PHY;Пхетчабун;Phetchabun
PHZ;Остров Пхи Пхи;Phi Phi Island
PIA;;Greater Peoria
PIB;;Hattiesburg-Laurel Regional
PIC;Пайн-Кей;Pine Cay
PID;;Paradise Island
PIE;;St. Petersburg-Clearwater International
PIF;;Pingtung
PIG;Питинга;Pitinga
PIH;;Pocatello
PII;;Phillips Field
PIK;;Prestwick
PIL;Пилар;Pilar
PIM;;Garden Harris County
PIN;;Parintins
PIO;Писко;Pisco
PIP;;Pilot Point
PIQ;Пипиллипаи;Pipillipai
PIR;;Pierre
PIS;;Biard
PIU;Пиуро;Piura
PIV;;Pirapora
PIW;;Pikwitonei
PIX;;Pico Island
PIZ;Пойнт-Лей LRRS;Point Lay LRRS Airport
PJA;;Pajala
PJB;;Payson
PJC;Педро-Хуан-Кабальеро;Pedro Juan Caballero
PJG;Панджгур;Panjgur
PJM;Пуэрто-Хименес;Puerto Jimenez
PJS;;Port San Juan
PJZ;Пуэрто Ваярта;Puerto Vallarta
PKA;;SPB
PKB;;Wood County
PKC;Елизово;Yelizovo
PKD;;Park Rapids
PKE;Паркес;Parkes
PKF;;Park Falls
PKG;;Pangkor Airport
PKH;;Alexion
PKJ;;Playa Grande
PKK;Пакокку;Pakokku
PKL;Пакатоа-Айленд;Pakatoa Island
PKM;Порт-Каитума;Port Kaituma
PKN;Пангкаланбуун;Pangkalanbuun
PKO;Параку;Parakou
PKP;;Puka Puka
PKR;Покхара;Pokhara
PKS;Паксан;Paksane
PKT;;Port Keats
PKU;;Sultan Syarif Kasim Ii
PKV;Псков;Pskov
PKW;;Selebi-Phikwe
PKY;;Palangkaraya
PKZ;Паксе;Pakse
PLA;Планадас;Planadas
PLB;;Clinton County
PLC;Планета-Рико;Planeta Rica
PLD;Плая-Самара;Playa Samara
PLE;Пайела;Paiela
PLF;Пала;Pala
PLG;Ла Плань;La Plagne
PLH;;Plymouth
PLI;Палм Айленд;Palm Island
PLJ;;Placencia
PLK;;M Graham Clark
PLL;;Ponta Pelada
PLM;;Mahmud Badaruddin Ii
PLN;;Emmet County
PLO;;Port Lincoln
PLP;Ля Пальма;La Palma
PLQ;;Palanga International
PLR;;St Clair County
PLS;;International
PLT;Плато;Plato
PLU;;Pampulha
PLV;Полтава;Poltava
PLW;;Mutiara
PLX;Семипалатинск;Semipalatinsk
PLY;;Plymouth
PLZ;Порт Элизабет;Port Elizabeth
PMA;;Wawi
PMB;;Intermediate
PMC;;Tepual
PMD;;La Palmdale Regional Airport
PME;;Portsmouth
PMF;;Giuseppe Verdi
PMG;;International
PMH;;Greater Portsmouth Regional
PMI;;Son Sant Joan Airport
PMK;Палм Айленд;Palm Island
PML;;AFS
PMM;Пханом-Саракхам;Phanom Sarakham
PMN;Пумани;Pumani
PMO;;Punta Raisi
PMP;Пимага;Pimaga
PMQ;Перито-Морено;Perito Moreno
PMR;Палмерстон Норт;Palmerston North
PMS;Пальмира;Palmyra
PMT;;Paramakotoi
PMU;;SPB
PMV;;Del Caribe International (Gen. Santiago Marino)
PMW;;Palmas
PMX;;Metropolitan
PMY;;El Tehuelche
PMZ;;Palmar Sur
PNA;Памплона;Pamplona
PNB;;Porto Nacional
PNC;;Ponca City
PND;Пунта-Горда;Punta Gorda
PNE;;North Philadelphia
PNG;;Municipal
PNH;;Phnom Penh International
PNI;Понпеи;Pohnpei
PNJ;;Peng Lai/Sha He Kou
PNK;;Supadio
PNL;;Pantelleria
PNN;;Princeton
PNO;;Pinotepa Nacional
PNP;;Girua
PNQ;;Lohegaon
PNR;Пуэнт-Нуар;Pointe Noire
PNS;;Regional
PNT;;Teniente J. Gallardo
PNU;;Panguitch
PNV;;Panevezys
PNX;;Grayson County
PNY;Пондичерри;Pondicherry
PNZ;;Internacional
POA;;Salgado Filho
POB;;Pope AFB
POC;;Brackett Field
POD;Подор;Podor
POE;;Polk AAF
POF;;Earl Fields Memorial
POG;Порт-Гентил;Port Gentil
POH;;Municipal
POI;Потоси;Potosi
POJ;;Patos De Minas
POL;;Porto Amelia
POM;;Jackson Fld
PON;Поптун;Poptun
POO;;Pocos De Caldas
POP;Ла-Унион;La Union
POQ;;Polk Inlet
POR;Пори;Pori
POS;;Piarco International
POT;;Ken Jones
POU;;Dutchess County
POV;;Presov
POW;Порторож;Portoroz
POX;;Paris Cergy Pontoise
POY;;Powell
POZ;;Lawica
PPA;;Perry Lefors Field
PPB;;Adhemar De Barros
PPC;;Prospect Creek
PPD;;Palmas Del Mar
PPE;Пуэрто-Пенаско;Puerto Penasco
PPF;;Tri-City
PPG;;International
PPH;;Peraitepuy
PPI;;Port Pirie
PPJ;;Pulau Panjang
PPK;Петропавловск;Petropavlovsk
PPL;Пхалпу;Phaplu
PPM;;Pompano Beach
PPN;;Machangara
PPO;Пауэлл-Пойнт;Powell Point
PPP;;Whitsunday Coast
PPQ;Парапарауму;Paraparaumu
PPR;Пасир-Пангараян;Pasir Pangarayan
PPS;;Puerto Princesa
PPT;;"Faa&#039;a"
PPU;Папун;Papun
PPV;;Port Protection
PPW;Папа-Вестрей;Papa Westray
PPX;;Param
PPY;;Pouso Alegre
PPZ;Пуэрто-Пец;Puerto Paez
PQC;;Duong Dong
PQI;;Municipal
PQM;Паленк;Palenque
PQQ;Порт Макгуайр;Port Macquarie
PQS;;Pilot Station
PQT;;Heliport
PRA;;Parana
PRB;;Paso Robles
PRC;;Prescott
PRD;;Pardoo
PRE;Поре;Pore
PRF;;Port Johnson
PRG;;Ruzyne
PRH;Пхраэ;Phrae
PRI;Праслин-Айленд;Praslin Island
PRJ;Капри;Capri
PRK;;Prieska
PRL;;Port Oceanic
PRM;Портиман;Portimao
PRN;;Prishtina International Airport
PRO;;Municipal
PRP;Проприано;Propriano
PRQ;;Pres. Roque Saenz Pena
PRR;Парума;Paruima
PRS;Параси;Parasi
PRT;;Coast Guard Heliport
PRU;Проме;Prome
PRV;Пршеров;Prerov
PRW;;Prentice
PRX;;Cox Field
PRY;;Wonderboom Apt.
PRZ;;Prineville
PSA;;Galileo Galilei
PSB;;Bellefonte
PSC;;Tri-cities
PSD;Порт-Саид;Port Said
PSE;;Mercedita
PSF;;Pittsfield
PSG;;Petersburg James A Johnson
PSH;;St Peter
PSI;Пасни;Pasni
PSJ;Посо;Poso
PSK;;New River Valley
PSL;Перт;Perth
PSN;;Palestine Municipal Airport
PSO;;Cano
PSP;;Municipal
PSQ;;SPB
PSR;;Liberi
PSS;Посадас;Posadas
PST;Престон;Preston
PSU;;Putussibau
PSV;;Papa Stour
PSW;Пассос;Passos
PSX;Палачос;Palacios
PSY;;Port Stanley
PSZ;;Puerto Suarez
PTA;;Port Alsworth
PTB;;Municipal
PTC;;Port Alice
PTD;;Port Alexander
PTE;Порт Стефенс;Port Stephens
PTF;Малололайлай;Malololailai
PTG;;Polokwane
PTH;;Port Heiden
PTI;Порт Дуглас;Port Douglas
PTJ;Портланд;Portland
PTK;;Pontiac
PTL;;Port Armstrong
PTM;Палмарито;Palmarito
PTN;;Williams Memorial
PTO;;Municipal
PTP;;Le Raizet
PTQ;;Porto de Moz
PTR;;Pleasant Harbour
PTS;;Municipal
PTT;;Pratt
PTU;;Platinum
PTV;;Porterville
PTW;;Pottstown/Limerick
PTX;Питалито;Pitalito
PTY;;Tocumen International
PTZ;Пастаца;Pastaza
PUA;Пуас;Puas
PUB;;Memorial
PUC;;Carbon County
PUD;Пуэрто-Десеадо;Puerto Deseado
PUE;Пуэрто-Обалдиа;Puerto Obaldia
PUF;;Pau-Pyrйnйes
PUG;Порт Огаста;Port Augusta
PUH;Пошутла;Pochutla
PUI;;Pureni
PUJ;;Punta Cana International
PUK;;Pukarua
PUL;;Poulsbo
PUM;;Pomala
PUN;Пуниа;Punia
PUO;;Prudhoe Bay
PUP;;Po
PUQ;;Pres Ibanez
PUR;Пуэрто Рико;Puerto Rico
PUS;;Gimhae
PUT;;Puttaprathe
PUU;Пуэрто-Асис;Puerto Asis
PUV;;Poum
PUW;;Pullman-Moscow Regional Airport
PUX;Пуэрто Варас;Puerto Varas
PUY;Пула;Pula
PUZ;Пуэрто-Кабесас;Puerto Cabezas
PVA;Провиденсиа;Providencia
PVC;;Provincetown
PVD;;T. F. Green Airport
PVE;Эль-Порвенир;El Porvenir
PVF;;Placerville
PVG;;Pu Dong
PVH;;Governador Jorge Teixeira
PVI;;Paranavaн
PVK;;Aktion
PVN;Плевен;Pleven
PVO;;Reales Tamarindos
PVR;;Licenciado Gustavo Dнaz Ordaz International
PVS;Бухта Проведения;Provideniya Bay
PVU;;Provo
PVW;;Hale County
PVX;Проведения;Provedenia
PVY;;Pope Vanoy
PVZ;;Casement
PWA;;Wiley Post
PWD;;Sherwood
PWE;Певек;Pevek
PWI;;Beles
PWK;;Pal-Waukee
PWL;;Purwokerto
PWM;;Intl Jetport
PWN;Питтс-Таун;Pitts Town
PWO;Пуэто;Pweto
PWQ;Павлодар;Pavlodar
PWR;;Port Walter
PWT;;Bremerton
PXL;;Polacca
PXM;Пуэрто Эскондидо;Puerto Escondido
PXO;Порто Санто;Porto Santo
PXR;Сурин;Surin
PXS;;Puerto De Santa Maria
PXU;Плейку;Pleiku
PYA;Пуэрто-Бояка;Puerto Boyaca
PYB;Джейпор;Jeypore
PYC;Плейкон-Чико;Playon Chico
PYE;Пенрин-Айленд;Penrhyn Island
PYH;Пуэрто-Аякучо;Puerto Ayacucho
PYJ;Полярный;Polyarnyj
PYL;;Perry SPB
PYM;;Plymouth
PYN;Пайан;Payan
PYO;Путумайо;Putumayo
PYR;;Andravida
PYV;Явиза;Yaviza
PYX;Паттая;Pattaya
PZA;;Casanare
PZB;;Pietermaritzburg Oribi
PZE;;Penzance
PZH;Зхоб;Zhob
PZI;;Pan Zhi Hua Bao AnYing
PZK;;Puka Puka Is/Attol
PZL;;Zulu Inyala
PZO;Пуэрто Ордас;Puerto Ordaz
PZU;Порт-Судан;Port Sudan
PZY;Пьестаны;Piestany
QAW;;Ft Mcclellan Bus Trml
QBC;;Bella Coola
QBF;;Vail Van Service
QCE;;Van Service
QCU;;Heliport
QDM;;Shek Mum
QDU;;Station
QFI;;Heliport
QFK;;Harbour
QFQ;;Harbour
QGQ;;Heliport
QGV;;Neu Isenburg
QHU;;Husum
QJE;;Heliport
QJI;;Heliport
QJV;;Limousine Service
QKB;;Van Service
QKS;;Van Service
QLX;Лаутерах;Lauterach
QMK;;Heliport
QMM;Марина Ди Масса;Marina Di Massa
QMQ;;Murzuq
QMV;;Montvale
QNY;;Marine Air Terminal
QPG;;Paya Lebar
QPW;;Heliport
QQS;;London St. Pancras
QQW;;London-Waterloo
QRA;;Rand/Germiston
QRO;Керетаро;Queretaro
QRW;;Warri
QRY;;Heliport
QSF;;Setif
QSG;Сондерборг;Sonderborg
QUB;;Ubari
QUF;;Pirita Harbour
QUP;;Heliport
QVL;;Victoria Island
QWF;;Fort Collins Bus Servi
QWG;;Wilgrove Air Park
QWP;;Van Service
QYW;;Vieux Port
RAA;Раканда;Rakanda
RAB;;Tokua
RAC;;Horlick
RAD;;Road Town
RAE;Арар;Arar
RAG;;Raglan
RAH;Рафха;Rafha
RAI;;Francisco Mendes
RAJ;;Civil
RAK;;Menara
RAL;;Riverside Municipal
RAM;;Ramingining
RAN;;La Spreta
RAO;;Leite Lopes
RAP;;Regional
RAQ;;Sugimanuru
RAR;;Rarotonga
RAS;Рашт;Rasht
RAT;Радужный;Raduzhnyi
RAU;Рангпур;Rangpur
RAV;Краво-Норте;Cravo Norte
RAW;Арава;Arawa
RAX;Орам;Oram
RAY;;Heliport
RAZ;Равала-Кот;Rawala Kot
RBA;Сейл;Sale
RBB;Борба;Borba
RBC;;Robinvale
RBD;;Redbird
RBE;;Ratanakiri
RBF;;Big Bear City Arpt
RBG;;Municipal
RBH;;Brooks Lodge
RBI;Раби;Rabi
RBJ;Ребун;Rebun
RBK;;French Valley
RBL;;Red Bluff Fss
RBM;;Wallmuhle
RBN;;Fort Jefferson
RBO;Роборе;Robore
RBP;Рабараба;Rabaraba
RBQ;Рурренабак;Rurrenabaque
RBR;;Pres. Medici
RBS;;Orbost
RBT;Марсабит;Marsabit
RBU;;Roebourne
RBV;;Ramata
RBW;;Municipal
RBY;;Ruby
RCA;;Ellsworth Afb
RCB;Ричардс-Бей;Richards Bay
RCE;;Roche Harbor
RCH;Риохача;Riohacha
RCK;;Coffield
RCL;Редклифф;Redcliffe
RCM;Ричмонд;Richmond
RCN;;American River
RCO;;Saint Agnant
RCP;;Cinder River
RCQ;Реконкиста;Reconquista
RCR;;Fulton County
RCS;Рочестер;Rochester
RCT;;Miller Field
RCU;;Rio Cuarto
RCY;Рум-Кэй;Rum Cay
RDA;;Rockhampton Downs
RDB;;Red Dog
RDC;Реденкао;Redencao
RDD;;Redding
RDE;Мердей;Merdey
RDG;;Municipal/Spaatz Fld
RDM;;Roberts Field
RDN;;LTS Pulau Redang
RDR;;Grand Forks AFB
RDS;;Rincon de los Sauces
RDT;Ричард-Толл;Richard Toll
RDU;;Raleigh-Durham International Airport
RDV;;Red Devil
RDZ;;Marcillac
REA;;Reao
REB;;Rechlin
REC;;Guararapes Intl
RED;;Mifflin County
REE;;Reese AFB
REG;;Tito Menniti
REH;Рехобот Бич;Rehoboth Beach
REI;Регина;Regina
REL;Трелью;Trelew
REN;Оренбург;Orenburg
REO;;State
REP;Сием Рип;Siem Reap
RER;;Base Aerea Del Sur
RES;Ресистенсия;Resistencia
RET;;Stolport
REU;Реус;Reus
REW;Рева;Rewa
REX;;Gen Lucio Blanco
REY;Рейес;Reyes
REZ;;Resende
RFA;Рафаи;Rafai
RFD;;Greater Rockford Airport
RFG;;Rooke Field
RFK;;Rollang Field
RFN;Рауфархофн;Raufarhofn
RFP;;Raiatea
RFR;Рио-Фрио;Rio Frio
RFS;;Rosita
RGA;Рио-Гранде;Rio Grande
RGE;Поргера;Porgera
RGH;Балургат;Balurghat
RGI;;Rangiroa
RGL;;Internacional
RGN;;Mingaladon
RGR;;Ranger Municipal
RGT;;Japura
RHA;Рейкхолар;Reykholar
RHD;Рио Хондо;Rio Hondo
RHE;Реймс;Reims
RHG;Руэнгери;Ruhengeri
RHI;;Oneida County
RHL;Рой-Хилл;Roy Hill
RHN;Рош-Пина;Rosh Pina
RHO;;Diagoras
RHP;Рамечхап;Ramechhap
RHV;;Reid-hillview
RIA;;Base Aerea De Santa Maria
RIB;;Gen Buech
RIC;;Richmond International Airport
RID;;Richmond Municipal Airport
RIE;;Rice Lake
RIF;;Reynolds
RIG;Рио-Гранде;Rio Grande
RIJ;Риоха;Rioja
RIK;Карилло;Carrillo
RIL;;Garfield County
RIM;;Rodriguez De Mendoza
RIN;Ринги-Коув;Ringi Cove
RIR;;Riverside Fla-Bob
RIS;Рисири;Rishiri
RIT;Рио-Тигре;Rio Tigre
RIV;;March ARB
RIW;;Riverton Regional
RIX;Рига;Riga
RIY;;Riyan Mukalla
RIZ;Рио-Альцукар;Rio Alzucar
RJA;Раджахмандри;Rajahmundry
RJB;Раджбирадж;Rajbiraj
RJH;;Rajshahi
RJI;Раджури;Rajouri
